score;cup;title;category;region;province;municipality;value_eur;client;source_url
100;J86J07000610004;RIASFALTATURA DI VIA TORRENOVA E COLLEGAMENTO VIARIO RICADENTE NEL MUNICIPIO VIII ROMA DELLE TORRI;Edilizia pubblica;LAZIO;ROMA;ROMA;161952000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J86J07000610004
100;J89H09000490005;MUSEO CIVICO DI ZOOLOGIA;Cultura / centri civici;LAZIO;ROMA;ROMA;160598000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J89H09000490005
100;H46F06000020004;PERCORSO D'ARTE;Ambiente / rifiuti / depurazione;UMBRIA;TERNI;MONTELEONE D'ORVIETO;160000000.0;COMUNE DI MONTELEONE D'ORVIETO - TERNI -;https://www.opencup.gov.it/portale/progetto/-/cup/H46F06000020004
100;B51I04000050001;REALIZZZZIONE NUOVO PARCHEGGIO LUNGO CIA GHANDI A CAMUCIA;Infrastrutture / parcheggi;TOSCANA;AREZZO;CORTONA;160000000.0;COMUNE DI CORTONA - AR -;https://www.opencup.gov.it/portale/progetto/-/cup/B51I04000050001
100;J47H03000090004;STRADE CITTADINE: MANUTENZIONE STRAORDINARIA GRUPPO 2A;Infrastrutture / parcheggi;TOSCANA;LIVORNO;LIVORNO;159000000.0;COMUNE DI LIVORNO - LI -;https://www.opencup.gov.it/portale/progetto/-/cup/J47H03000090004
100;J47H03000130004;STRADE CITTADINE: MANUTENZIONE STRAORDINARIA GRUPPO 4A;Infrastrutture / parcheggi;TOSCANA;LIVORNO;LIVORNO;157000000.0;COMUNE DI LIVORNO - LI -;https://www.opencup.gov.it/portale/progetto/-/cup/J47H03000130004
100;J85D11000940004;SCUOLE MEDIE, UFFICI E CENTRI DI ASSISTENZA DI COMPETENZA DEL MUNICIPIO ROMA XI;Edilizia pubblica;LAZIO;ROMA;ROMA;156862000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J85D11000940004
100;J47H03000150004;STRADE CITTADINE: MANUTENZIONE STRAORDINARIA GRUPPO 5A;Infrastrutture / parcheggi;TOSCANA;LIVORNO;LIVORNO;156000000.0;COMUNE DI LIVORNO - LI -;https://www.opencup.gov.it/portale/progetto/-/cup/J47H03000150004
100;J82D10001540004;LUNGOTEVERE DA PONTE SUBLICIO A PONTE MARCONI ED IL NUOVO PONTE CARRABILE DELLA CIRCONVALLAZIONE OSTIENSE;Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;155988000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J82D10001540004
100;J84C06000120005;PARCHEGGIO INTERRATO DEL GALOPPATOIO DI VILLA BORGHESE;Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;155901913.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J84C06000120005
100;C51B22000190001;OPERE COMPLEMENTARI ALLA REALIZZAZIONE DELLA ROMA  LATINA;Infrastrutture / parcheggi;LAZIO;ROMA;ARTENA;155700000.0;AZIENDA STRADE LAZIO - ASTRAL S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/C51B22000190001
100;J47H03000070004;STRADE CITTADINE: MANUTENZIONE STRAORDINARIA GRUPPO 1A;Infrastrutture / parcheggi;TOSCANA;LIVORNO;LIVORNO;155600000.0;COMUNE DI LIVORNO - LI -;https://www.opencup.gov.it/portale/progetto/-/cup/J47H03000070004
100;D16J09000220001;PALAZZO DI GIUSTIZIA DI RIETI;Riqualificazione urbana;LAZIO;RIETI;RIETI;155265690.0;MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI;https://www.opencup.gov.it/portale/progetto/-/cup/D16J09000220001
100;H81H02000040002;PROGETTO 002 IDRAULICA - LAVORI DI MANUTENZIONE ORDINARIA OPERE IDRAULICHE 2^ CATEGORIA R.D.523/1904 E L.R.T. 34/94 - ANNUALITA' 1998/'99/2000 - II STRALCIO;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;ORBETELLO;154937070.0;CONSORZIO BONIFICA OSA ALBEGNA;https://www.opencup.gov.it/portale/progetto/-/cup/H81H02000040002
100;F82J04000020001;DISCARICA;Ambiente / rifiuti / depurazione;LAZIO;FROSINONE;ANAGNI;154937070.0;COMUNE DI ANAGNI - FROSINONE -;https://www.opencup.gov.it/portale/progetto/-/cup/F82J04000020001
100;B11B01000370004;LAVORI DI REALIZZAZIONE DI UN NODO DI SCAMBIO IN FRAZIONE CALCINELLI.;Infrastrutture / parcheggi;MARCHE;PESARO E URBINO;COLLI AL METAURO;154937070.0;COMUNE DI SALTARA - PS -;https://www.opencup.gov.it/portale/progetto/-/cup/B11B01000370004
100;J73G03000220002;LAVORI DI CONSOLIDAMENTO E RESTAURO DELLA TORRE DI PORTA FIORENTINA;Riqualificazione urbana;TOSCANA;AREZZO;LATERINA PERGINE VALDARNO;154937050.0;COMUNE DI LATERINA - AREZZO -;https://www.opencup.gov.it/portale/progetto/-/cup/J73G03000220002
100;C47B03000010004;RIFACIMENTO SERVIZI IGIENICI SCUOLA MEDIA PASCOLI IN CASCINA;Scuole / formazione;TOSCANA;PISA;CASCINA;154937000.0;COMUNE DI CASCINA - PISA -;https://www.opencup.gov.it/portale/progetto/-/cup/C47B03000010004
100;H57D03000000002;Sede Comunale - Completamento -L.R.88/80 - Es. Fin. 2003 - D.G.R. n.1308/2000 - Mutuo Cassa DD.PP. Pos. n.4404287 00;Edilizia pubblica;LAZIO;FROSINONE;PIGLIO;154937000.0;COMUNE DI PIGLIO - FROSINONE -;https://www.opencup.gov.it/portale/progetto/-/cup/H57D03000000002
100;H41B03000000004;RIFACIMENTO MARCIAPIEDE IN VIALE ITALIA;Infrastrutture / parcheggi;MARCHE;MACERATA;CORRIDONIA;152922000.0;COMUNE DI CORRIDONIA - MC -;https://www.opencup.gov.it/portale/progetto/-/cup/H41B03000000004
100;D32G10000140005;SERVIZIO RILEVAMENTO LETTURE DEI CONTATORI ACQUA E GAS - ZONA ANCONA - PERIODO 01.01.201 - 31.12.2011;Ambiente / rifiuti / depurazione;MARCHE;ANCONA;ANCONA;152764000.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/D32G10000140005
100;D47H05000450003;BONIFICA FRANE SULLE SSPP N. 48 CASPERIA CANTALUPO E N. 55 VACONE;Infrastrutture / parcheggi;LAZIO;RIETI;CANTALUPO IN SABINA;152285580.0;AMMINISTRAZIONE PROVINCIALE DI RIETI;https://www.opencup.gov.it/portale/progetto/-/cup/D47H05000450003
100;J86E07000450004;SCUOLA ELEMENTARE DAMIANO CHIESA VIA MARCO DECUMIO, 25 ROMA;Scuole / formazione;LAZIO;ROMA;ROMA;151499000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J86E07000450004
100;J47H03000120004;STRADE CITTADINE: MANUTENZIONE STRAORDINARIA GRUPPO 3B;Infrastrutture / parcheggi;TOSCANA;LIVORNO;LIVORNO;151000000.0;COMUNE DI LIVORNO - LI -;https://www.opencup.gov.it/portale/progetto/-/cup/J47H03000120004
100;H34E97000010005;A 1 AUTOSTRADA MILANO NAPOLI;Infrastrutture / parcheggi;TOSCANA;FIRENZE;BAGNO A RIPOLI;150997636.0;AUTOSTRADE PER L'ITALIA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/H34E97000010005
