score;cup;title;category;region;province;municipality;value_eur;client;phase;status;source_url
78;H41B05000350001;SISTEMA TAMVIARIO FIORENTINO LINEA 3.2 TRATTA LIBERTÀ BAGNO A RIPOLI CON DIRAMAZIONE ROVEZZANO.;Altro;TOSCANA;FIRENZE;BAGNO A RIPOLI;565214514.0;COMUNE DI FIRENZE - FI -;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/H41B05000350001
78;J61H92000000008;LINEA PONTREMOLESE;Altro;TOSCANA;TUTTE;TUTTI;557060000.0;RETE FERROVIARIA ITALIANA S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J61H92000000008
100;J82F22001280005;CONCESSIONE DEL POLO IMPIANTISTICO RELATIVO ALLA PROGETTAZIONE, AUTORIZZAZIONE COSTRUZIONE E GESTIONE DI UN IMPIANTO DI TERMOVALORIZZAZIONE E DELLIMPIANTISTICA ANCILLARE DEPUTATA ALLA GESTIONE DEI RIFIUTI RESIDUI DECADENTI DAL TRATTAMENTO TERMICO,;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;7500000000.0;ROMA CAPITALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J82F22001280005
100;J42B08000040004;SERVIZIO LAVORI PUBBLICI;Ambiente / rifiuti / depurazione;LAZIO;ROMA;CASTELNUOVO DI PORTO;1632050000.0;COMUNE DI CASTELNUOVO DI PORTO - RM -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/J42B08000040004
100;G33E17000400006;SISTEMA ACQUEDOTTISTICO PESCHIERA - CAPORE;Ambiente / rifiuti / depurazione;LAZIO;RIETI;CITTADUCALE;620000000.0;ACEA ATO 2 S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/G33E17000400006
100;G62E21000930005;MESSA IN SICUREZZA E AMMODERNAMENTO DEL SISTEMA IDRICO DEL PESCHIERA, L. N. 108/2021, EX DL N. 77/2021 - SOTTOPROGETTO NUOVO ACQUEDOTTO MARCIO  II LOTTO;Ambiente / rifiuti / depurazione;LAZIO;ROMA;VICOVARO;519966182.0;ACEA ATO 2 S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/G62E21000930005
100;F82F22001840004;MAIRE TECNIMONT S.P.A.;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;475000000.0;MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F82F22001840004
100;F32E23000290005;ANELLO ACQUEDOTTISTICO ANTISISMICO DEI SIBILLINI - INTERCONNESSIONE ATO 3 - 4 -5;Ambiente / rifiuti / depurazione;MARCHE;ASCOLI PICENO;ASCOLI PICENO;462958916.0;CICLI INTEGRATI IMPIANTI PRIMARI SPA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F32E23000290005
100;F42E23000350005;ANELLO ACQUEDOTTISTICO ANTISISMICO DEI SIBILLINI INTERCONNESSIONE ATO 3 - 4 -5;Ambiente / rifiuti / depurazione;MARCHE;FERMO;MONTELEONE DI FERMO;457429058.0;CICLI INTEGRATI IMPIANTI PRIMARI SPA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F42E23000350005
100;G63E18000180006;SISTEMA ACQUEDOTTISTICO MARCIO;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROVIANO;400000000.0;ACEA ATO 2 S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/G63E18000180006
100;I81G22000100001;AZIONI SU VASTA SCALA PER IL RIPRISTINO E LA TUTELA DEI FONDALI E DEGLI HABITAT MARINI. MAPPATURA DEGLI HABITAT DEI FONDALI MARINI E IL MONITORAGGIO AMBIENTALE. PIATTAFORME DI OSSERVAZIONE MARINA;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;400000000.0;ISPRA ISTITUTO SUPERIORE PER LA PROTEZIONE E LA RICERCA AMBIENTALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/I81G22000100001
100;F52F08000040003;RETE DI MONITORAGGIO QUALITÀ DELL'ARIA;Ambiente / rifiuti / depurazione;MARCHE;MACERATA;TUTTI;340950000.0;AMMINISTRAZIONE PROVINCIALE DI MACERATA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F52F08000040003
100;B54E02000040001;PRESID. DELLA REPUBBLICA - Tenuta Castelporziano - Realizzazione acquedotto dalla tenuta alla rete urbana di Via C. Colombo - Roma;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;309874130.0;MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/B54E02000040001
100;F89J19000990006;CHIUSURA DELLA DISCARICA DI MALAGROTTA (ROMA);Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;291003495.0;REGIONE LAZIO;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F89J19000990006
100;F92E25000780005;INTERCONNESSIONE DEGLI SCHEMI IDRICI DELLA MEDIA E BASSA SABINA E DELLA TUSCIA MEDIANTE CONDOTTA ADDUTTRICE IN DERIVAZIONE DALLACQUEDOTTO DEL PESCHIERA A SALISANO;Ambiente / rifiuti / depurazione;LAZIO;VITERBO;VETRALLA;286414473.0;REGIONE LAZIO;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/F92E25000780005
100;I24B11000020005;INVESTIMENTI PER RIDUZIONE DEI RIFIUTI;Ambiente / rifiuti / depurazione;TOSCANA;AREZZO;TUTTI;251911000.0;AMMINISTRAZIONE PROVINCIALE DI AREZZO;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/I24B11000020005
100;H44E02000000004;RIFACIMENTO CONDOTTA IDRICA DI ALIMENTAZIONE DELLA FRAZIONE SAN CLAUDIO - 2° STRALCIO;Ambiente / rifiuti / depurazione;MARCHE;MACERATA;CORRIDONIA;196671900.0;COMUNE DI CORRIDONIA - MC -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/H44E02000000004
100;J83E10000210002;DIPARTIMENTO TUTELA AMBIENTALE U.O. PROMOZIONE DELL'AGRICOLTURA;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;196495670.0;ROMA CAPITALE;chiuso;CHIUSO D'UFFICIO;https://www.opencup.gov.it/portale/progetto/-/cup/J83E10000210002
100;B71H04000280002;Lavori di riparazione danni alluvionali ottobre 1998 sui torrenti Aia e Palaselva in comune di Otricoli.;Ambiente / rifiuti / depurazione;UMBRIA;TERNI;OTRICOLI;195000000.0;CONSORZIO DI BONIFICA TEVERE-NERA;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/B71H04000280002
100;G82E21000290005;MESSA IN SICUREZZA E AMMODERNAMENTO DEL SISTEMA IDRICO DEL PESCHIERA DL 77/2021 - RADDOPPIO ADDUTTRICE MONTE CARNALE-OTTAVIA;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;192000000.0;ACEA ATO 2 S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/G82E21000290005
100;D86G06000060005;Rinnovamento di un tratto di rete di acqua potabile su Via del Castellano in Ancona;Ambiente / rifiuti / depurazione;MARCHE;ANCONA;ANCONA;185500000.0;soggetto privato;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/D86G06000060005
100;D46J06000000005;Estensione del sistemo fognario nella zona L.go Due Querce - Via Carbonara - Via Guastuglie nel Comune di Monsano;Ambiente / rifiuti / depurazione;MARCHE;ANCONA;MONSANO;182500000.0;soggetto privato;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/D46J06000000005
100;J89H09000490005;MUSEO CIVICO DI ZOOLOGIA;Cultura / centri civici;LAZIO;ROMA;ROMA;160598000.0;ROMA CAPITALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J89H09000490005
100;H11E16001140001;NUOVO TEATRO DELLOPERA DI FIRENZE;Cultura / centri civici;TOSCANA;FIRENZE;FIRENZE;60000000.0;COMUNE DI FIRENZE - FI -;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/H11E16001140001
100;G78C10000210004;NUOVO CENTRO CIVICO E STAZIONE TRAMVIA VELOCE FIRENZE SANTA MARIA NOVELLA - SCANDICCI;Cultura / centri civici;TOSCANA;FIRENZE;SCANDICCI;50484000.0;COMUNE DI SCANDICCI - FI -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/G78C10000210004
100;H15G12000320007;NUOVO TEATRO DELL¿OPERA DI FIRENZE ¿ II STRALCIO FUNZIONALE ¿ 1° LOTTO;Cultura / centri civici;TOSCANA;FIRENZE;FIRENZE;46000000.0;COMUNE DI FIRENZE - FI -;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/H15G12000320007
100;J81H07000040001;INCARICO CORDINATORE DELLA SICUREZZA PER L'INTERVENTO DI RESTAURO DELLA VILLA ROMANA DELL'AUDITORIUM;Cultura / centri civici;LAZIO;ROMA;ROMA;41000000.0;ROMA CAPITALE;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/J81H07000040001
100;J81B22001940006;PROGETTO CINECITTÀ CINECITTÀ S.P.A.;Cultura / centri civici;LAZIO;ROMA;ROMA;34350000.0;soggetto privato;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J81B22001940006
100;F16D08000060001;BIBLIOTECA RICCARDIANA - PALAZZO NERONI;Cultura / centri civici;TOSCANA;FIRENZE;FIRENZE;34200000.0;MINISTERO DELLA CULTURA;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/F16D08000060001
