cup;cig;source_dataset
F77H03001330001;0398154711;cup_csv.csv
E15B20000440002;8000130C1D;cup_csv.csv
C71B03000390003;A0227797C3;cup_csv.csv
B73B08000130007;ZDE2CE9A70;cup_csv.csv
F32E10000080008;5982836872;cup_csv.csv
H41H14000130009;6766545992;cup_csv.csv
F32E10000080008;5810418C9B;cup_csv.csv
D97B14000720001;Z6F1C3A83E;cup_csv.csv
F27H20001520001;8671852EA4;cup_csv.csv
F91D22000070002;A05BF51C00;cup_csv.csv
G52E22000020002;9762579F09;cup_csv.csv
G31B21006920002;9842465310;cup_csv.csv
D77H20002630004;B9F29801BA;cup_csv.csv
B85I17000320001;9791314FE8;cup_csv.csv
B61B22000670006;9683349861;cup_csv.csv
E62E22000050005;B2AA368F40;cup_csv.csv
B85I17000320001;72853561F6;cup_csv.csv
J37H19002880001;81372184B8;cup_csv.csv
I24B13000350003;8720619275;cup_csv.csv
F32E10000080008;66190515AD;cup_csv.csv
C58B22000220004;A019959EBA;cup_csv.csv
H77H21000500005;B840DEFB9B;cup_csv.csv
B94E21012780001;B180936BF4;cup_csv.csv
C79H11000700003;Z062058E52;cup_csv.csv
F31B02000110002;Z3E046DBB2;cup_csv.csv
D33I06000080001;ZE40600AE6;cup_csv.csv
E81D22000050003;A06D72F02A;cup_csv.csv
B94E21012780001;8972470C77;cup_csv.csv
D43H19001010008;Z2B2CADE47;cup_csv.csv
J21B06000040003;5178877080;cup_csv.csv
G63J13000050002;94246180D0;cup_csv.csv
E61B16000170006;Z8938F7B77;cup_csv.csv
C69G15001840001;Z7F23D7C5D;cup_csv.csv
F41B19000540005;B52367ABB9;cup_csv.csv
B81B08000620001;ZAE28BCCE9;cup_csv.csv
I91B15000180004;6329396ECC;cup_csv.csv
G52E22000020002;A0191EAC53;cup_csv.csv
F61B20000500001;B30A5CA2C3;cup_csv.csv
I41B21003430008;B2E01055DC;cup_csv.csv
F93G22000030001;A0104280E2;cup_csv.csv
F93G22000030001;B287CAC449;cup_csv.csv
C79H11000700003;Z7D20B44E6;cup_csv.csv
E38B22001630005;B84EBA40FA;cup_csv.csv
D31B09000010002;Z0A02C589A;cup_csv.csv
E15B20000440002;B7C14806AC;cup_csv.csv
D77H20002630004;B2F669EF2C;cup_csv.csv
F81B04000040041;Z911145D82;cup_csv.csv
F77H03001330001;Z4F05FF26D;cup_csv.csv
J37H19002880001;8136721A93;cup_csv.csv
J37B16000490003;B1EB94B6C9;cup_csv.csv
F93G22000030001;B879088773;cup_csv.csv
F83I23000080001;A037D7C470;cup_csv.csv
F37J22000010007;B8739F3451;cup_csv.csv
E38B22001630005;B754654721;cup_csv.csv
B88E18000030005;865816609D;cup_csv.csv
H15F21000630001;96440222B8;cup_csv.csv
B51B99000010003;888292124E;cup_csv.csv
C69G15001840001;ZBD1D6BF55;cup_csv.csv
C69G15001840001;B433DF1677;cup_csv.csv
E38B22001630005;B6AF46FE13;cup_csv.csv
F41B21000640001;A06C759EAE;cup_csv.csv
E38B22001630005;B7A5BA36D4;cup_csv.csv
E38B22001630005;BA0AFD5E6E;cup_csv.csv
F70J22000020001;A03B541A2F;cup_csv.csv
I41B21003430008;9913802836;cup_csv.csv
F41B21000640001;979022091E;cup_csv.csv
E63H05000030005;5117100C7E;cup_csv.csv
H17H21010150005;9336513E40;cup_csv.csv
G91B20000610005;Z8C3CC483C;cup_csv.csv
H17H21010150005;9781356651;cup_csv.csv
C69G15001840001;Z96231D422;cup_csv.csv
E25E18000110005;ZD63B4C47E;cup_csv.csv
C69G15001840001;Z32292E98E;cup_csv.csv
C69G15001840001;77681976F4;cup_csv.csv
D31B09000010002;Z4508C5749;cup_csv.csv
E19D22000350005;A033375D91;cup_csv.csv
G52E22000020002;A063F40EFA;cup_csv.csv
E61B16000170006;6784943815;cup_csv.csv
F41B21000640001;Z603C8CAEF;cup_csv.csv
C79H11000700003;ZD7399B7B6;cup_csv.csv
C51B99000000003;Z5006E4D7E;cup_csv.csv
E19D22000350005;B9B082FB4A;cup_csv.csv
H41H14000130009;Z141ADD970;cup_csv.csv
J72D10000650001;YC627E824A;cup_csv.csv
H48B22000360002;B5AD7BCED9;cup_csv.csv
H77H21000500005;9229099D6A;cup_csv.csv
I81D22000000006;B773530613;cup_csv.csv
F93G22000030001;9769249F4B;cup_csv.csv
E63H05000030005;ZA40FA6D03;cup_csv.csv
G52E22000020002;A0511B0389;cup_csv.csv
I41B19000280001;B6BEF7FD02;cup_csv.csv
J39B08000140002;Z8937E8011;cup_csv.csv
J21B06000040003;ZA61319257;cup_csv.csv
G95E18000180001;7928701B0A;cup_csv.csv
D63F22000050005;9208233A40;cup_csv.csv
B54J22001680003;B20F585E26;cup_csv.csv
B94E21012780001;9630425E1B;cup_csv.csv
H17B16000800005;797848561A;cup_csv.csv
F93G22000030001;A01020A19C;cup_csv.csv
E38B22001630005;B64E212A95;cup_csv.csv
F93G22000030001;A0101BE2E4;cup_csv.csv
J94E13000460005;9447819ADF;cup_csv.csv
D31B09000010002;Z0C0D13B4D;cup_csv.csv
G52E22000020002;A06DAA5B4D;cup_csv.csv
C65E19000360001;8785858F5E;cup_csv.csv
F70J22000020001;A026919F8D;cup_csv.csv
B94E21012780001;BAA9477D14;cup_csv.csv
J37B16000490003;Z4E1F197EA;cup_csv.csv
I24B13000350003;8662234D9E;cup_csv.csv
J87E20000010004;8962389D5C;cup_csv.csv
E71B04000030001;B2111C9180;cup_csv.csv
F37J22000010007;B8953C8991;cup_csv.csv
F93G22000030001;A06AF028B4;cup_csv.csv
E66E18000130007;Z532FE7821;cup_csv.csv
F32E10000080008;Z131EE498E;cup_csv.csv
C79G14000990001;Z071D153F0;cup_csv.csv
I24B13000350003;572349055C;cup_csv.csv
C79H11000700003;Z7A22A6C34;cup_csv.csv
H77H21000500005;ZC532E6DE4;cup_csv.csv
H41H14000110005;Z3314B2359;cup_csv.csv
F93G22000030001;A045F87DC9;cup_csv.csv
C69G15001840001;Z552D284CF;cup_csv.csv
D77H20002630004;B711C794C3;cup_csv.csv
E74C11000080006;3135021D28;cup_csv.csv
F41B21008440001;A044C56775;cup_csv.csv
G52E22000020002;A024422E70;cup_csv.csv
H53B11000320003;5623357CFC;cup_csv.csv
D31B09000010002;Z010B50CFD;cup_csv.csv
C79H11000700003;ZAC379B812;cup_csv.csv
E38B22001630005;B864AE3C78;cup_csv.csv
B94H18000020005;7840623EC5;cup_csv.csv
E63H05000030005;ZD01A9C2F7;cup_csv.csv
J33D19000360002;89891690EE;cup_csv.csv
C58B22000220004;9837584721;cup_csv.csv
H17H21010150005;A034713DDA;cup_csv.csv
F41B19000540005;B71F3E38AD;cup_csv.csv
F93G22000030001;97492832D8;cup_csv.csv
C71B03000380003;9916216051;cup_csv.csv
H77H21000500005;B7E16CBF1B;cup_csv.csv
G31B05000020002;ZF92183407;cup_csv.csv
F32E10000080008;675896170F;cup_csv.csv
J11B09000190002;Z301FDECC8;cup_csv.csv
F71B16000530001;B923B33297;cup_csv.csv
H69H09000500003;ZE8241C465;cup_csv.csv
F93G22000030001;A0103838B6;cup_csv.csv
H53B11000320003;ZD8105F96A;cup_csv.csv
E15B20000440002;8000135041;cup_csv.csv
C79H11000700003;Z04285872A;cup_csv.csv
H34E02000060005;884399578C;cup_csv.csv
H13I24000030009;B8695048CA;cup_csv.csv
C94H17000710005;ZDE2322745;cup_csv.csv
C69G15001840001;898623293B;cup_csv.csv
F32E10000080008;Z3B1FAF7E2;cup_csv.csv
B19J21003910005;A01B2492FC;cup_csv.csv
E74C11000080006;3135495453;cup_csv.csv
B71B19000760001;83458762C0;cup_csv.csv
H17H21010150005;A06140FA75;cup_csv.csv
H81D22000010004;B10CBEEBAE;cup_csv.csv
J37H19002880001;8130303A46;cup_csv.csv
D31B09000010002;ZC20CDEC35;cup_csv.csv
J21B06000040003;0893946B90;cup_csv.csv
H17H21010150005;A00B9E1534;cup_csv.csv
C69G15001840001;B6587D2296;cup_csv.csv
I87H18001590002;Z63379192B;cup_csv.csv
J42C21002820004;9518205F3B;cup_csv.csv
I48D20000740005;9093874639;cup_csv.csv
B63B12000080002;6345233BE8;cup_csv.csv
E68D03000000002;5618919EA1;cup_csv.csv
F37J22000010007;B64E568B53;cup_csv.csv
D81B01000220002;Z8404D95A3;cup_csv.csv
F93G22000030001;B8E15FD569;cup_csv.csv
J71B18000090006;B007AD0ABF;cup_csv.csv
E25E18000110005;Z9F3DC3152;cup_csv.csv
E81D22000050003;A06D728A60;cup_csv.csv
B52I05000010001;6759998ECF;cup_csv.csv
H53B11000320003;Z11265B212;cup_csv.csv
C94H17000710005;ZDD275EB6A;cup_csv.csv
H41H14000130009;95508835FB;cup_csv.csv
E63H05000030005;Z8F059E8CF;cup_csv.csv
C71B20000800003;Z59394FF26;cup_csv.csv
I82F20000960007;ZF52FFD0CC;cup_csv.csv
D63F22000050005;9999408C83;cup_csv.csv
F37J22000010007;B29AFC8390;cup_csv.csv
E38B22001630005;BA99213209;cup_csv.csv
E74C11000080006;3136341E74;cup_csv.csv
I91B15000180004;71191246F8;cup_csv.csv
H17H21010150005;A0616A2A48;cup_csv.csv
F93G22000030001;B99B16E1D6;cup_csv.csv
C34E21001350003;B189E64758;cup_csv.csv
C41B03000140003;ZB129B6B17;cup_csv.csv
F41B99000010001;Z9205CB84D;cup_csv.csv
C58B22000220004;9913843A0B;cup_csv.csv
F32E10000080008;A007E78E54;cup_csv.csv
F91B00000270011;0331752A66;cup_csv.csv
H17B16000800005;80761455AF;cup_csv.csv
H87H20001200005;B65DB76852;cup_csv.csv
I41B21003430008;B0FF8D1458;cup_csv.csv
H17H21010150005;A02C548214;cup_csv.csv
C58B22000220004;9908843BE9;cup_csv.csv
I87H18001590002;90929560AC;cup_csv.csv
H86D11000100009;8635877724;cup_csv.csv
I41B21003430008;B6C9130B98;cup_csv.csv
J13J09000520009;6072337B01;cup_csv.csv
H41H14000130009;Z863CB42CB;cup_csv.csv
C79H11000700003;ZB6325B348;cup_csv.csv
F31B02000050001;011724841B;cup_csv.csv
C51B99000000003;Z4405A2112;cup_csv.csv
B33H19001390001;9409703C8D;cup_csv.csv
D31B09000010002;ZC10C7BC7B;cup_csv.csv
F88B22001130002;A040CC2016;cup_csv.csv
F27H20001520001;B58597FDFB;cup_csv.csv
C69G15001840001;Z671DB10AC;cup_csv.csv
C79H11000700003;Z921E22271;cup_csv.csv
H17B16000800005;763244902B;cup_csv.csv
D31B09000010002;Z2A02537C0;cup_csv.csv
C66D16010700001;88098538AD;cup_csv.csv
B49D99000000003;9448463E50;cup_csv.csv
I87H18001590002;B59CE3B511;cup_csv.csv
D97B14000720001;8378499C17;cup_csv.csv
I76H14000090008;B28800CD45;cup_csv.csv
H48B22000360002;B16FE14A0B;cup_csv.csv
E81D22000050003;Z0D38C952A;cup_csv.csv
B88E18000030005;750855606E;cup_csv.csv
C68F17000040003;Z06345F660;cup_csv.csv
E81D22000050003;A06D97F8B0;cup_csv.csv
E25E18000110005;91663317A1;cup_csv.csv
C79G14000990001;Z412171238;cup_csv.csv
B63E17000190001;Z1D2ED9E38;cup_csv.csv
F32E10000080008;Z002BFF12D;cup_csv.csv
G18I15000020006;867141238E;cup_csv.csv
D33I06000080001;ZB30639E32;cup_csv.csv
C69G15001840001;Z8122B2861;cup_csv.csv
E38B22001630005;B6ED436EDB;cup_csv.csv
G31B21006920002;A03EAC9716;cup_csv.csv
C41B03000140003;Z5728C2150;cup_csv.csv
H41H14000130009;8338152CB1;cup_csv.csv
I81D22000000006;B7627A2486;cup_csv.csv
C79H11000700003;ZCD215A014;cup_csv.csv
H41E13000230003;ZCE1DB79E4;cup_csv.csv
J72D10000650001;B16C9CA393;cup_csv.csv
G31B05000020002;71162703C7;cup_csv.csv
C79H11000700003;B5D511026C;cup_csv.csv
C79G14000990001;ZE31D1536D;cup_csv.csv
E38B22001630005;B80E7B276B;cup_csv.csv
B57B15000390003;Z022EDDC8E;cup_csv.csv
E81D22000050003;A06D4F59C6;cup_csv.csv
C65F23000130003;B9AC398128;cup_csv.csv
E81D22000050003;98703706FE;cup_csv.csv
F32E10000080008;5797381624;cup_csv.csv
J37B16000490003;ZDB1CDE5B6;cup_csv.csv
I87G22000270001;BACD0045B2;cup_csv.csv
C79H11000700003;A0331B4B0B;cup_csv.csv
F37J22000010007;B82022F54C;cup_csv.csv
E61B16000170006;ZD333FEF77;cup_csv.csv
B19J21003910005;882689040F;cup_csv.csv
H87H20001200005;93334785B3;cup_csv.csv
H37H20001490007;8793229220;cup_csv.csv
J35I18000020002;Z18285A125;cup_csv.csv
J87H22002720001;A06648614D;cup_csv.csv
F32E10000080008;Z081711ED5;cup_csv.csv
J76G16000220004;YAE3A017ED;cup_csv.csv
D33I06000080001;Z4A05C19AB;cup_csv.csv
F72J20002270001;B73480CE2F;cup_csv.csv
D31B09000010002;ZC915CCC85;cup_csv.csv
F32E10000080008;75896877D7;cup_csv.csv
E81D22000050003;ZD93940550;cup_csv.csv
C69G15001840001;ZE935BA62F;cup_csv.csv
H41H14000130009;ZE61E9E8E2;cup_csv.csv
E61B16000170006;ZC13DF9756;cup_csv.csv
F37J22000010007;B939CD23D5;cup_csv.csv
F61B20000500001;BABC5217C5;cup_csv.csv
D72G18000050001;9631720AC7;cup_csv.csv
J94E13000460005;ZD51569F51;cup_csv.csv
H81B21008560001;ZD33A2626A;cup_csv.csv
C21D22000210006;B969DB5536;cup_csv.csv
D63F22000050005;BAB1F09728;cup_csv.csv
C79H11000700003;ZAB205AB1B;cup_csv.csv
B51B99000010003;ZC721A971C;cup_csv.csv
H17B16000800005;7979263820;cup_csv.csv
C65E19000360001;A06E2F24EA;cup_csv.csv
J58F19000000008;ZB032BE8F7;cup_csv.csv
B34C12000150004;Z002549899;cup_csv.csv
C41B03000140003;Z7D28C23B6;cup_csv.csv
F81B16000600001;B6B510773E;cup_csv.csv
C68F17000040003;ZCE37DF4CF;cup_csv.csv
J94E13000460005;A00ADFD537;cup_csv.csv
F61B20000500001;B7DA91ED3C;cup_csv.csv
D33I06000080001;ZDB1358AAA;cup_csv.csv
C58B22000220004;A0325D81AB;cup_csv.csv
F93G22000030001;990674696A;cup_csv.csv
H41H14000130009;Z7D33BAF7F;cup_csv.csv
F32E10000080008;ZDE21CC746;cup_csv.csv
B84H15002080003;6815038B42;cup_csv.csv
E81D22000050003;BA7F60041B;cup_csv.csv
C51B99000000003;Z46073CEAC;cup_csv.csv
C69G15001840001;Z4731D5088;cup_csv.csv
J37B16000490003;ZBB34EBF55;cup_csv.csv
D88C04000020004;B2C4F4CA86;cup_csv.csv
G32E22000040003;973125667D;cup_csv.csv
B63B12000080002;Z7624042BD;cup_csv.csv
C69G15001840001;Z391F693BA;cup_csv.csv
E63H05000030005;ZE2104DCD5;cup_csv.csv
D33I06000080001;ZB41021461;cup_csv.csv
I55E17000050005;ZCD32379F2;cup_csv.csv
C91B07000460001;Z5B1FD9D30;cup_csv.csv
J37B16000490003;Z1A31C0F8E;cup_csv.csv
J58F19000000008;B3609F23A6;cup_csv.csv
H17B16000800005;7570444006;cup_csv.csv
F22C16000620001;95294975B2;cup_csv.csv
F93G22000030001;A01606816C;cup_csv.csv
G31B05000020002;Z051CAFDB4;cup_csv.csv
H61B08001230005;87740639D5;cup_csv.csv
I81D22000000006;B745F0FD9C;cup_csv.csv
D97B14000720001;ZD61C3A988;cup_csv.csv
G52E22000020002;A0152B7500;cup_csv.csv
I55F23000080003;B146C82523;cup_csv.csv
C66D16010700001;B948233DEC;cup_csv.csv
H61B08001230005;ZD415031D2;cup_csv.csv
D31B09000010002;Z820C600FF;cup_csv.csv
H37H20001490007;867007543A;cup_csv.csv
J69J21013810001;9210890AE0;cup_csv.csv
F27H20001520001;A01746A43A;cup_csv.csv
F32E10000080008;Z802A32E0A;cup_csv.csv
C69G15001840001;ZA221E2F9A;cup_csv.csv
C35G10005650004;4133990477;cup_csv.csv
I81D22000000006;Z2E3C8061C;cup_csv.csv
E38B22001630005;B9C9C6F44C;cup_csv.csv
H17H21010150005;A0511023F2;cup_csv.csv
E63H05000030005;Z791364503;cup_csv.csv
F57H02000130001;ZA9040ED5B;cup_csv.csv
I81D22000000006;B7602B8E20;cup_csv.csv
E61B16000170006;BACA4C33F8;cup_csv.csv
C79G14000990001;Z701D154C9;cup_csv.csv
C69G15001840001;Z8E2DD7C8C;cup_csv.csv
F93G22000030001;A010328D9C;cup_csv.csv
F91B00000270011;4088527735;cup_csv.csv
F33H03000010001;ZA818200B9;cup_csv.csv
C79H11000700003;6862706425;cup_csv.csv
F21B07000310001;Z33117B59D;cup_csv.csv
F36G02000220007;7918348B79;cup_csv.csv
F61B20000500001;A0632512AB;cup_csv.csv
E15B20000440002;9882165C87;cup_csv.csv
I13I24000160002;B4FB784233;cup_csv.csv
D43H19001010008;ZB12CAFA8D;cup_csv.csv
D12J09000400001;ZDE2C0DC84;cup_csv.csv
D31B09000010002;Z480D50578;cup_csv.csv
G31B05000020002;ZE8247C9B1;cup_csv.csv
H48B22000360002;B0A17F5AEE;cup_csv.csv
F22C16000620001;B605AE880A;cup_csv.csv
H41H14000130009;Z7C2D7AD3A;cup_csv.csv
J76G16000220004;Y523C83803;cup_csv.csv
F93G22000030001;A06BCC10AF;cup_csv.csv
H15F21000630001;A03B1D78F0;cup_csv.csv
F32E10000080008;Z881789FC1;cup_csv.csv
F84E07000270001;7070950C85;cup_csv.csv
C69G15001840001;Z7F1F693F7;cup_csv.csv
F41B19000540005;B8BA7A6337;cup_csv.csv
F32E10000080008;6458624122;cup_csv.csv
C79H11000700003;Z8C2A77970;cup_csv.csv
C79H11000700003;Z3317A3C2C;cup_csv.csv
D31B09000010002;ZF20A763E7;cup_csv.csv
H41E13000230003;Z501DB1542;cup_csv.csv
D43H19001010008;ZA336355BF;cup_csv.csv
F93G22000030001;A06BA4A7F5;cup_csv.csv
B41B09000260005;6230687D8E;cup_csv.csv
J69J21013810001;A021D764B6;cup_csv.csv
C69G15001840001;B73DBC01A6;cup_csv.csv
C58B22000220004;B65E2B74C5;cup_csv.csv
F37J22000010007;B75AE33EB5;cup_csv.csv
F71B16000510001;B63DBD2037;cup_csv.csv
J55F22000120001;Z773DEE975;cup_csv.csv
E38B22001630005;B7E44CC5CE;cup_csv.csv
B19J21003910005;A069317ECE;cup_csv.csv
F41B19000540005;B86C82BF1E;cup_csv.csv
C79H11000700003;8476082C21;cup_csv.csv
C21D22000210006;B0A6A7B4AA;cup_csv.csv
F32E10000080008;ZDA1FB87BA;cup_csv.csv
F32E10000080008;9172215F40;cup_csv.csv
C58B22000220004;9480727F68;cup_csv.csv
E38B22001630005;B6D73E5141;cup_csv.csv
F91B21002580001;B1193B690C;cup_csv.csv
F11B03000350001;Z6003C7515;cup_csv.csv
I71B02000030019;Z371080C93;cup_csv.csv
G32E22000040003;9846808305;cup_csv.csv
B34E20000300001;82494952A2;cup_csv.csv
E81D22000050003;A06D8ACA90;cup_csv.csv
J69H07000230001;0673887D21;cup_csv.csv
I71B02000030019;Z671A9B850;cup_csv.csv
F32E10000080008;7543733567;cup_csv.csv
F75B22000010002;B4EC4E7C38;cup_csv.csv
F81B04000040041;39837484D8;cup_csv.csv
F61B20000490001;9759706C2A;cup_csv.csv
H53B11000320003;A0257140CD;cup_csv.csv
C94H17000710005;Z3D238528D;cup_csv.csv
H25C20000030004;94883355BD;cup_csv.csv
D31B20000270001;B61F969742;cup_csv.csv
F32E10000080008;Z5720A196B;cup_csv.csv
D31B09000010002;Z97172D372;cup_csv.csv
F21B03000350001;799201643D;cup_csv.csv
C58B22000220004;A00B4BF8DA;cup_csv.csv
D31B09000010002;ZC8035B904;cup_csv.csv
H17B16000800005;7569219D1B;cup_csv.csv
D31B09000010002;Z0E08C5A1C;cup_csv.csv
D33I06000080001;Z470609402;cup_csv.csv
D31B09000010002;ZC40211EFA;cup_csv.csv
E38B22001630005;B481CBC94E;cup_csv.csv
E38B22001630005;B7128C8D0A;cup_csv.csv
E15B20000440002;9576782284;cup_csv.csv
I41B21003430008;Z9A3AAC7ED;cup_csv.csv
C69G15001840001;Y2F3D1F3C1;cup_csv.csv
C65E19000360001;B52768DBE8;cup_csv.csv
B63B12000080002;Z431A29CAA;cup_csv.csv
B51B99000010003;818404251B;cup_csv.csv
F41B21005960005;A042801C06;cup_csv.csv
F32E10000080008;83418990D4;cup_csv.csv
H17H21010150005;A0605ECFF5;cup_csv.csv
H41H14000110005;ZAA1687E5C;cup_csv.csv
F32E10000080008;Z3D1ADD8B9;cup_csv.csv
F93G22000030001;B7229C4F03;cup_csv.csv
F71B16000510001;89308388A8;cup_csv.csv
C79H11000700003;Z62314A043;cup_csv.csv
G91B20000610005;ZB730D7820;cup_csv.csv
H41H14000130009;ZC63679C8F;cup_csv.csv
I41B21003430008;B1929398B4;cup_csv.csv
C79H11000700003;ZBB20D4B9C;cup_csv.csv
I87G22000270001;B6EA0ECBA4;cup_csv.csv
I55E17000050005;Z0A3DC3352;cup_csv.csv
E81D22000050003;B0B0B37910;cup_csv.csv
J76G16000220004;8929490043;cup_csv.csv
B84H15002080003;808527974C;cup_csv.csv
D63F22000050005;B797B96257;cup_csv.csv
G31B05000020002;Z8E1EE29FF;cup_csv.csv
F88B22001130002;A0200CBC5E;cup_csv.csv
H41H14000130009;Z0F260D165;cup_csv.csv
I41B21003430008;B36625C9CF;cup_csv.csv
G18I15000020006;7785490597;cup_csv.csv
B73B08000130007;3737386C7B;cup_csv.csv
D31B09000010002;ZE3182C508;cup_csv.csv
G31B05000020002;Z67203BB4A;cup_csv.csv
F21B07000310001;67438397FD;cup_csv.csv
C79H11000700003;9490924E3D;cup_csv.csv
J61B13000790007;Z282297593;cup_csv.csv
F71B22000930002;A022AC71E9;cup_csv.csv
J37B16000490003;Z431E1C2A2;cup_csv.csv
G88I15000040008;88968508DF;cup_csv.csv
I51B21003500005;B952302205;cup_csv.csv
C58B22000220004;9772432201;cup_csv.csv
C69G15001840001;A03939940B;cup_csv.csv
H17B16000800005;780206106B;cup_csv.csv
C69G15001840001;BA9C805667;cup_csv.csv
E59D16002030002;ZC83306B90;cup_csv.csv
E15B20000440002;97257262FE;cup_csv.csv
H67H24001460005;A060A11B87;cup_csv.csv
F37J22000010007;B9030B12B2;cup_csv.csv
I87G22000270001;B7B32B73C8;cup_csv.csv
D67H24007320001;B841368FBE;cup_csv.csv
C69G15001840001;B5E1C53F0C;cup_csv.csv
F21B03000320331;ZDD095CFC6;cup_csv.csv
H41H14000110005;Z7015630C1;cup_csv.csv
E38B22001630005;B6C4151235;cup_csv.csv
D33I06000080001;Z8505CC381;cup_csv.csv
H37H20001490007;8662509092;cup_csv.csv
E81D22000050003;Z2230FA221;cup_csv.csv
I24B13000350003;Z1D2509023;cup_csv.csv
F43J13000000003;Z923AE559B;cup_csv.csv
J66D14000610001;ZB536F218A;cup_csv.csv
C94H17000710005;Z0A2415498;cup_csv.csv
F32E10000080008;Z2C247EE48;cup_csv.csv
H41H14000130009;Z5939D2A7D;cup_csv.csv
F41B21000640001;B9A1B5BB7B;cup_csv.csv
J37H19002880001;8138164163;cup_csv.csv
H17H21010150005;97645265C3;cup_csv.csv
B94E21012780001;92737257F6;cup_csv.csv
F32E10000080008;Z272734EB4;cup_csv.csv
B94E21012780001;95582705ED;cup_csv.csv
B52I05000010001;33218941A6;cup_csv.csv
F41B21000640001;BA3B286D11;cup_csv.csv
F32E10000080008;Z4B1AAD7E3;cup_csv.csv
E61B16000170006;Z7030BB0AE;cup_csv.csv
C69G15001840001;89222487F7;cup_csv.csv
F31B02000080001;9621663F79;cup_csv.csv
F33H03000010001;ZC21AE9B68;cup_csv.csv
H17H21010150005;9429905BC5;cup_csv.csv
E25E18000110005;Z8E39B7AA9;cup_csv.csv
I41B21003430008;ZF1350795F;cup_csv.csv
G31B05000020002;232100169C;cup_csv.csv
E59D16002030002;ZD51FD3E9C;cup_csv.csv
D31B20000270001;B6B73086D6;cup_csv.csv
C69G15001840001;A06EEA5C75;cup_csv.csv
D41B18001420003;9836177E07;cup_csv.csv
J55F22000120001;A030531F96;cup_csv.csv
D43H19001010008;89344762D6;cup_csv.csv
H15F21000630001;B11EAB105E;cup_csv.csv
E61B16000170006;Z6438F7B4C;cup_csv.csv
F91B00000270011;270724051E;cup_csv.csv
C79G14000990001;Z221D1545A;cup_csv.csv
F91B00000270011;27909279CF;cup_csv.csv
G67H19001090006;8959145855;cup_csv.csv
I48D20000740005;8734768E91;cup_csv.csv
F37J22000010007;B4E6F888E8;cup_csv.csv
H17H21010150005;95919084E2;cup_csv.csv
C69G15001840001;B82B713BDC;cup_csv.csv
F31B07000310001;0536612A38;cup_csv.csv
I81D22000000006;B745F15293;cup_csv.csv
J86J13000450002;8711053C55;cup_csv.csv
H17H21010150005;9976530CFD;cup_csv.csv
F25F24000290005;B66B904D7D;cup_csv.csv
H17B16000800005;7918228873;cup_csv.csv
I41B21003430008;Z033D6BE3A;cup_csv.csv
B55B25001490003;B6B75DBB78;cup_csv.csv
G52E22000020002;A0045AF208;cup_csv.csv
F33H03000010001;49691017DC;cup_csv.csv
G24E21004790006;Z8635A0E19;cup_csv.csv
C69G15001840001;ZC02A80DC7;cup_csv.csv
F91D22000070002;A06A4035B2;cup_csv.csv
H17H21010150005;9604543F9A;cup_csv.csv
H87H20001200005;Z103B1372D;cup_csv.csv
C79H11000700003;B142926EED;cup_csv.csv
I71B02000030019;632639959B;cup_csv.csv
D31B09000010002;ZEC13993C2;cup_csv.csv
F41B19000540005;B523439F90;cup_csv.csv
F11B01000390001;Z5630DF4F9;cup_csv.csv
C91B07000460001;Z3A0A8D3FD;cup_csv.csv
E74C11000080006;3135236E94;cup_csv.csv
H17B16000800005;7913753B8F;cup_csv.csv
F84E07000270001;Y7E349D3A8;cup_csv.csv
F93G22000030001;A06781A953;cup_csv.csv
F32E10000080008;ZA81D73D0E;cup_csv.csv
F83I23000080001;89653519AF;cup_csv.csv
D43H19001010008;92495000DE;cup_csv.csv
F61B20000490001;B7D9142CC1;cup_csv.csv
F88C23000290006;Z8C3C1F8D0;cup_csv.csv
D31B09000010002;ZF21F7DFF7;cup_csv.csv
C58B22000220004;94227489A1;cup_csv.csv
F37J22000010007;B248F0F88C;cup_csv.csv
J13J09000520009;05723752CA;cup_csv.csv
F22C16000620001;A024C1B2BD;cup_csv.csv
E25E18000110005;ZBE3AC3C67;cup_csv.csv
G73J12000010009;5778270B3D;cup_csv.csv
H41H14000130009;67461814AC;cup_csv.csv
D43H19001010008;ZAF31FD547;cup_csv.csv
E38B22001630005;B4C1325773;cup_csv.csv
H69H09000500003;7116572CFC;cup_csv.csv
E61B16000170006;B407E71A8A;cup_csv.csv
F41B21000640001;9394888AD4;cup_csv.csv
B62C21001570001;B12A0B32F3;cup_csv.csv
J69J21013810001;A021D6CC73;cup_csv.csv
F41B19000540005;BA2CDF6F6F;cup_csv.csv
C79H11000700003;68630006C2;cup_csv.csv
F32E10000080008;Z622A2B729;cup_csv.csv
E19D22000350005;Z1A3AC3961;cup_csv.csv
C94H17000710005;85087602E1;cup_csv.csv
D41B18001420003;BA6F689325;cup_csv.csv
B63B12000080002;5942442245;cup_csv.csv
B46D08000000007;0732486291;cup_csv.csv
F32E10000080008;4301518CEF;cup_csv.csv
B19J21003910005;A008BE851E;cup_csv.csv
J87H22002720001;B7AF7F45E7;cup_csv.csv
I55E17000050005;ZCE23E9967;cup_csv.csv
H41H14000130009;7672156F67;cup_csv.csv
B85I17000320001;986943643C;cup_csv.csv
H25C20000030004;B06FC1B904;cup_csv.csv
F37J22000010007;B6EF1D1D3F;cup_csv.csv
E38B22001630005;B2B6D08223;cup_csv.csv
B37H18000330003;75764582EE;cup_csv.csv
D91B21005300001;9445747D00;cup_csv.csv
