cap;municipality;municipality_norm;province;province_norm;province_code;region;latitude;longitude;accuracy
16040;Ognio;OGNIO;Genova;GENOVA;GE;Liguria;44.39234117647059;9.3144;4
16040;Conscenti;CONSCENTI;Genova;GENOVA;GE;Liguria;44.39234117647059;9.3144;4
16040;San Colombano Certenoli;SAN COLOMBANO CERTENOLI;Genova;GENOVA;GE;Liguria;44.39234117647059;9.3144;4
16040;Pian Dei Ratti;PIAN DEI RATTI;Genova;GENOVA;GE;Liguria;44.39234117647059;9.3144;4
16040;Leivi;LEIVI;Genova;GENOVA;GE;Liguria;44.39234117647059;9.3144;4
16040;Celesia;CELESIA;Genova;GENOVA;GE;Liguria;44.39234117647059;9.3144;4
16040;Calvari;CALVARI;Genova;GENOVA;GE;Liguria;44.39234117647059;9.3144;4
16041;Bertigaro;BERTIGARO;Genova;GENOVA;GE;Liguria;44.43456;9.395;4
16041;Brizzolara;BRIZZOLARA;Genova;GENOVA;GE;Liguria;44.43456;9.395;4
16041;Borzonasca;BORZONASCA;Genova;GENOVA;GE;Liguria;44.43456;9.395;4
16041;Prato Sopralacroce;PRATO SOPRALACROCE;Genova;GENOVA;GE;Liguria;44.43456;9.395;4
16041;Giaiette;GIAIETTE;Genova;GENOVA;GE;Liguria;44.43456;9.395;4
16042;Rivarola;RIVAROLA;Genova;GENOVA;GE;Liguria;44.34720000000001;9.357;4
16042;Carasco;CARASCO;Genova;GENOVA;GE;Liguria;44.34720000000001;9.357;4
16042;Graveglia;GRAVEGLIA;Genova;GENOVA;GE;Liguria;44.34720000000001;9.357;4
16043;Sant'Andrea Di Rovereto;SANT ANDREA DI ROVERETO;Genova;GENOVA;GE;Liguria;44.32716666666666;9.318933333333334;4
16043;Caperana;CAPERANA;Genova;GENOVA;GE;Liguria;44.32716666666666;9.318933333333334;4
16043;Chiavari;CHIAVARI;Genova;GENOVA;GE;Liguria;44.32716666666666;9.318933333333334;4
16044;Cicagna;CICAGNA;Genova;GENOVA;GE;Liguria;44.4071;9.2392;4
16044;Monleone;MONLEONE;Genova;GENOVA;GE;Liguria;44.4071;9.2392;4
16045;Lorsica;LORSICA;Genova;GENOVA;GE;Liguria;44.4341;9.2768;4
16046;Borgonovo;BORGONOVO;Genova;GENOVA;GE;Liguria;44.391075;9.378125;4
16046;Mezzanego;MEZZANEGO;Genova;GENOVA;GE;Liguria;44.391075;9.378125;4
16046;Passo Del Bocco;PASSO DEL BOCCO;Genova;GENOVA;GE;Liguria;44.391075;9.378125;4
16046;Borgonovo Ligure;BORGONOVO LIGURE;Genova;GENOVA;GE;Liguria;44.391075;9.378125;4
16047;Moconesi;MOCONESI;Genova;GENOVA;GE;Liguria;44.4238;9.2017;4
16047;Gattorna;GATTORNA;Genova;GENOVA;GE;Liguria;44.4238;9.2017;4
16047;Ferrada;FERRADA;Genova;GENOVA;GE;Liguria;44.4238;9.2017;4
16048;Alpepiana;ALPEPIANA;Genova;GENOVA;GE;Liguria;44.50973333333334;9.359783333333333;4
16048;Rezzoaglio;REZZOAGLIO;Genova;GENOVA;GE;Liguria;44.50973333333334;9.359783333333333;4
16048;Cabanne;CABANNE;Genova;GENOVA;GE;Liguria;44.50973333333334;9.359783333333333;4
16048;Parazzuolo;PARAZZUOLO;Genova;GENOVA;GE;Liguria;44.50973333333334;9.359783333333333;4
16048;Priosa;PRIOSA;Genova;GENOVA;GE;Liguria;44.50973333333334;9.359783333333333;4
16048;Magnasco;MAGNASCO;Genova;GENOVA;GE;Liguria;44.50973333333334;9.359783333333333;4
16049;Allegrezze;ALLEGREZZE;Genova;GENOVA;GE;Liguria;44.5313;9.447966666666668;4
16049;Amborzasco;AMBORZASCO;Genova;GENOVA;GE;Liguria;44.5313;9.447966666666668;4
16049;Santo Stefano D'Aveto;SANTO STEFANO D AVETO;Genova;GENOVA;GE;Liguria;44.5313;9.447966666666668;4
16100;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16121;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16122;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16123;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16124;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16125;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16126;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16127;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16128;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16129;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16130;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16131;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16132;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16133;Apparizione;APPARIZIONE;Genova;GENOVA;GE;Liguria;44.41665;8.99405;4
16133;Bavari;BAVARI;Genova;GENOVA;GE;Liguria;44.41665;8.99405;4
16133;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.41665;8.99405;4
16133;San Desiderio;SAN DESIDERIO;Genova;GENOVA;GE;Liguria;44.41665;8.99405;4
16134;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16135;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16136;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16137;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.41615;8.9468;4
16137;Staglieno;STAGLIENO;Genova;GENOVA;GE;Liguria;44.41615;8.9468;4
16138;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.43005;8.9633;4
16138;Molassana;MOLASSANA;Genova;GENOVA;GE;Liguria;44.43005;8.9633;4
16139;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16140;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16141;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4241;8.96595;4
16141;Sant'Eusebio;SANT EUSEBIO;Genova;GENOVA;GE;Liguria;44.4241;8.96595;4
16142;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16143;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16144;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16145;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16146;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16147;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.39985;8.96295;4
16147;Sturla;STURLA;Genova;GENOVA;GE;Liguria;44.39985;8.96295;4
16148;Quarto Dei Mille;QUARTO DEI MILLE;Genova;GENOVA;GE;Liguria;44.396;8.9744;4
16148;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.396;8.9744;4
16149;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.40795;8.91995;4
16149;Sampierdarena;SAMPIERDARENA;Genova;GENOVA;GE;Liguria;44.40795;8.91995;4
16150;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16151;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4125;8.9168;4
16151;Campasso;CAMPASSO;Genova;GENOVA;GE;Liguria;44.4125;8.9168;4
16152;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.413466666666665;8.897833333333333;4
16152;Cornigliano Ligure;CORNIGLIANO LIGURE;Genova;GENOVA;GE;Liguria;44.413466666666665;8.897833333333333;4
16152;Coronata;CORONATA;Genova;GENOVA;GE;Liguria;44.413466666666665;8.897833333333333;4
16153;Borzoli;BORZOLI;Genova;GENOVA;GE;Liguria;44.42085;8.9089;4
16153;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.42085;8.9089;4
16154;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.42113333333333;8.8816;4
16154;Sestri Ponente;SESTRI PONENTE;Genova;GENOVA;GE;Liguria;44.42113333333333;8.8816;4
16154;San Giovanni Battista;SAN GIOVANNI BATTISTA;Genova;GENOVA;GE;Liguria;44.42113333333333;8.8816;4
16155;Multedo;MULTEDO;Genova;GENOVA;GE;Liguria;44.4188;8.862333333333334;4
16155;Pegli;PEGLI;Genova;GENOVA;GE;Liguria;44.4188;8.862333333333334;4
16155;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4188;8.862333333333334;4
16156;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16157;Pra';PRA;Genova;GENOVA;GE;Liguria;44.4204;8.835333333333333;4
16157;Palmaro Di Pra';PALMARO DI PRA;Genova;GENOVA;GE;Liguria;44.4204;8.835333333333333;4
16157;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4204;8.835333333333333;4
16158;Voltri;VOLTRI;Genova;GENOVA;GE;Liguria;44.41726666666667;8.8465;4
16158;Fabbriche;FABBRICHE;Genova;GENOVA;GE;Liguria;44.41726666666667;8.8465;4
16158;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.41726666666667;8.8465;4
16159;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.42383333333333;8.910333333333334;4
16159;Certosa Di Rivarolo Ligure;CERTOSA DI RIVAROLO LIGURE;Genova;GENOVA;GE;Liguria;44.42383333333333;8.910333333333334;4
16159;Rivarolo Ligure;RIVAROLO LIGURE;Genova;GENOVA;GE;Liguria;44.42383333333333;8.910333333333334;4
16160;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4048;8.9444;4
16161;Teglia;TEGLIA;Genova;GENOVA;GE;Liguria;44.431933333333326;8.907433333333332;4
16161;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.431933333333326;8.907433333333332;4
16161;Fegino;FEGINO;Genova;GENOVA;GE;Liguria;44.431933333333326;8.907433333333332;4
16162;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.4311;8.9231;4
16162;Bolzaneto;BOLZANETO;Genova;GENOVA;GE;Liguria;44.4311;8.9231;4
16163;San Quirico In Val Polcevera;SAN QUIRICO IN VAL POLCEVERA;Genova;GENOVA;GE;Liguria;44.44485;8.9225;4
16163;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.44485;8.9225;4
16164;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.45125;8.924150000000001;4
16164;Pontedecimo;PONTEDECIMO;Genova;GENOVA;GE;Liguria;44.45125;8.924150000000001;4
16165;Struppa;STRUPPA;Genova;GENOVA;GE;Liguria;44.426950000000005;8.97815;4
16165;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.426950000000005;8.97815;4
16166;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.3946;8.9819;4
16166;Quinto Al Mare;QUINTO AL MARE;Genova;GENOVA;GE;Liguria;44.3946;8.9819;4
16167;Nervi;NERVI;Genova;GENOVA;GE;Liguria;44.39406666666667;8.988866666666667;4
16167;Sant'Ilario Ligure;SANT ILARIO LIGURE;Genova;GENOVA;GE;Liguria;44.39406666666667;8.988866666666667;4
16167;Genova;GENOVA;Genova;GENOVA;GE;Liguria;44.39406666666667;8.988866666666667;4
17010;Giusvalla;GIUSVALLA;Savona;SAVONA;SV;Liguria;44.36465;8.297550000000001;4
17010;Osiglia;OSIGLIA;Savona;SAVONA;SV;Liguria;44.36465;8.297550000000001;4
17011;Albisola Superiore;ALBISOLA SUPERIORE;Savona;SAVONA;SV;Liguria;44.3517;8.487866666666667;4
17011;Albisola Capo;ALBISOLA CAPO;Savona;SAVONA;SV;Liguria;44.3517;8.487866666666667;4
17011;Ellera;ELLERA;Savona;SAVONA;SV;Liguria;44.3517;8.487866666666667;4
17012;Albissola Marina;ALBISSOLA MARINA;Savona;SAVONA;SV;Liguria;44.3308;8.5096;4
17013;Murialdo;MURIALDO;Savona;SAVONA;SV;Liguria;44.344925;8.180375;4
17013;Valle;VALLE;Savona;SAVONA;SV;Liguria;44.344925;8.180375;4
17013;Piano;PIANO;Savona;SAVONA;SV;Liguria;44.344925;8.180375;4
17013;Valle Di Murialdo;VALLE DI MURIALDO;Savona;SAVONA;SV;Liguria;44.344925;8.180375;4
17014;Rocchetta Cairo;ROCCHETTA CAIRO;Savona;SAVONA;SV;Liguria;44.38321666666667;8.296666666666667;4
17014;Bragno;BRAGNO;Savona;SAVONA;SV;Liguria;44.38321666666667;8.296666666666667;4
17014;Ferrania;FERRANIA;Savona;SAVONA;SV;Liguria;44.38321666666667;8.296666666666667;4
17014;San Giuseppe;SAN GIUSEPPE;Savona;SAVONA;SV;Liguria;44.38321666666667;8.296666666666667;4
17014;Cairo Montenotte;CAIRO MONTENOTTE;Savona;SAVONA;SV;Liguria;44.38321666666667;8.296666666666667;4
17014;San Giuseppe Di Cairo;SAN GIUSEPPE DI CAIRO;Savona;SAVONA;SV;Liguria;44.38321666666667;8.296666666666667;4
17015;Celle Ligure;CELLE LIGURE;Savona;SAVONA;SV;Liguria;44.3451;8.5468;4
17017;Roccavignale;ROCCAVIGNALE;Savona;SAVONA;SV;Liguria;44.36526666666666;8.2096;4
17017;Cosseria;COSSERIA;Savona;SAVONA;SV;Liguria;44.36526666666666;8.2096;4
17017;Millesimo;MILLESIMO;Savona;SAVONA;SV;Liguria;44.36526666666666;8.2096;4
17019;Faie;FAIE;Savona;SAVONA;SV;Liguria;44.36346;8.514199999999999;4
17019;Varazze;VARAZZE;Savona;SAVONA;SV;Liguria;44.36346;8.514199999999999;4
17019;Alpicella;ALPICELLA;Savona;SAVONA;SV;Liguria;44.36346;8.514199999999999;4
17019;Casanova;CASANOVA;Savona;SAVONA;SV;Liguria;44.36346;8.514199999999999;4
17019;Pero;PERO;Savona;SAVONA;SV;Liguria;44.36346;8.514199999999999;4
17020;Calice Ligure;CALICE LIGURE;Savona;SAVONA;SV;Liguria;44.14531111111111;8.207211111111112;4
17020;Stellanello;STELLANELLO;Savona;SAVONA;SV;Liguria;44.14531111111111;8.207211111111112;4
17020;Bardino Vecchio;BARDINO VECCHIO;Savona;SAVONA;SV;Liguria;44.14531111111111;8.207211111111112;4
17020;Tovo San Giacomo;TOVO SAN GIACOMO;Savona;SAVONA;SV;Liguria;44.14531111111111;8.207211111111112;4
17020;Bardino Nuovo;BARDINO NUOVO;Savona;SAVONA;SV;Liguria;44.14531111111111;8.207211111111112;4
17020;Rialto;RIALTO;Savona;SAVONA;SV;Liguria;44.14531111111111;8.207211111111112;4
17020;Testico;TESTICO;Savona;SAVONA;SV;Liguria;44.14531111111111;8.207211111111112;4
17020;Balestrino;BALESTRINO;Savona;SAVONA;SV;Liguria;44.14531111111111;8.207211111111112;4
17020;Magliolo;MAGLIOLO;Savona;SAVONA;SV;Liguria;44.14531111111111;8.207211111111112;4
17021;Moglio;MOGLIO;Savona;SAVONA;SV;Liguria;44.0039;8.1671;3
17021;Alassio;ALASSIO;Savona;SAVONA;SV;Liguria;44.0039;8.1671;3
17022;Borgio Verezzi;BORGIO VEREZZI;Savona;SAVONA;SV;Liguria;44.1591;8.3083;3
17022;Borgio;BORGIO;Savona;SAVONA;SV;Liguria;44.1591;8.3083;3
17023;Ceriale;CERIALE;Savona;SAVONA;SV;Liguria;44.0913;8.2289;4
17024;Finale Ligure;FINALE LIGURE;Savona;SAVONA;SV;Liguria;44.19456666666667;8.337233333333334;4
17024;Finalborgo;FINALBORGO;Savona;SAVONA;SV;Liguria;44.19456666666667;8.337233333333334;4
17024;Gorra;GORRA;Savona;SAVONA;SV;Liguria;44.19456666666667;8.337233333333334;4
17024;Orco Feglino;ORCO FEGLINO;Savona;SAVONA;SV;Liguria;44.19456666666667;8.337233333333334;4
17024;Feglino;FEGLINO;Savona;SAVONA;SV;Liguria;44.19456666666667;8.337233333333334;4
17024;Varigotti;VARIGOTTI;Savona;SAVONA;SV;Liguria;44.19456666666667;8.337233333333334;4
17025;Loano;LOANO;Savona;SAVONA;SV;Liguria;44.1278;8.2574;4
17026;Noli;NOLI;Savona;SAVONA;SV;Liguria;44.2061;8.4146;4
17027;Giustenice;GIUSTENICE;Savona;SAVONA;SV;Liguria;44.16105;8.262599999999999;4
17027;Pietra Ligure;PIETRA LIGURE;Savona;SAVONA;SV;Liguria;44.16105;8.262599999999999;4
17028;Spotorno;SPOTORNO;Savona;SAVONA;SV;Liguria;44.23466666666667;8.408533333333333;4
17028;Bergeggi;BERGEGGI;Savona;SAVONA;SV;Liguria;44.23466666666667;8.408533333333333;4
17028;Vezzi Portio;VEZZI PORTIO;Savona;SAVONA;SV;Liguria;44.23466666666667;8.408533333333333;4
17030;Erli;ERLI;Savona;SAVONA;SV;Liguria;44.12166666666667;8.070466666666666;4
17030;Castelbianco;CASTELBIANCO;Savona;SAVONA;SV;Liguria;44.12166666666667;8.070466666666666;4
17030;Nasino;NASINO;Savona;SAVONA;SV;Liguria;44.12166666666667;8.070466666666666;4
17031;Bastia;BASTIA;Savona;SAVONA;SV;Liguria;44.055933333333336;8.188733333333333;4
17031;Leca;LECA;Savona;SAVONA;SV;Liguria;44.055933333333336;8.188733333333333;4
17031;Lusignano;LUSIGNANO;Savona;SAVONA;SV;Liguria;44.055933333333336;8.188733333333333;4
17031;San Fedele;SAN FEDELE;Savona;SAVONA;SV;Liguria;44.055933333333336;8.188733333333333;4
17031;Campochiesa;CAMPOCHIESA;Savona;SAVONA;SV;Liguria;44.055933333333336;8.188733333333333;4
17031;Albenga;ALBENGA;Savona;SAVONA;SV;Liguria;44.055933333333336;8.188733333333333;4
17032;Arnasco;ARNASCO;Savona;SAVONA;SV;Liguria;44.07755;8.08925;4
17032;Vendone;VENDONE;Savona;SAVONA;SV;Liguria;44.07755;8.08925;4
17033;Garlenda;GARLENDA;Savona;SAVONA;SV;Liguria;44.03276666666667;8.082633333333334;4
17033;Villafranca;VILLAFRANCA;Savona;SAVONA;SV;Liguria;44.03276666666667;8.082633333333334;4
17033;Casanova Lerrone;CASANOVA LERRONE;Savona;SAVONA;SV;Liguria;44.03276666666667;8.082633333333334;4
17034;Castelvecchio Di Rocca Barbena;CASTELVECCHIO DI ROCCA BARBENA;Savona;SAVONA;SV;Liguria;44.1298;8.1166;4
17035;Cisano Sul Neva;CISANO SUL NEVA;Savona;SAVONA;SV;Liguria;44.071;8.1183;1
17037;Onzo;ONZO;Savona;SAVONA;SV;Liguria;44.05996666666667;8.072566666666667;4
17037;Pogli;POGLI;Savona;SAVONA;SV;Liguria;44.05996666666667;8.072566666666667;4
17037;Ortovero;ORTOVERO;Savona;SAVONA;SV;Liguria;44.05996666666667;8.072566666666667;4
17038;Villanova D'Albenga;VILLANOVA D ALBENGA;Savona;SAVONA;SV;Liguria;44.0473;8.1434;4
17039;Zuccarello;ZUCCARELLO;Savona;SAVONA;SV;Liguria;44.1097;8.1181;4
17040;Mioglia;MIOGLIA;Savona;SAVONA;SV;Liguria;44.4921;8.4143;4
17041;Altare;ALTARE;Savona;SAVONA;SV;Liguria;44.3333;8.3565;4
17041;Cadibona;CADIBONA;Savona;SAVONA;SV;Liguria;44.3333;8.3565;4
17042;Pontinvrea;PONTINVREA;Savona;SAVONA;SV;Liguria;44.442;8.4362;4
17042;Giovo;GIOVO;Savona;SAVONA;SV;Liguria;44.442;8.4362;4
17042;Giovo Ligure;GIOVO LIGURE;Savona;SAVONA;SV;Liguria;44.442;8.4362;4
17043;Plodio;PLODIO;Savona;SAVONA;SV;Liguria;44.346625;8.268275;4
17043;Piani;PIANI;Savona;SAVONA;SV;Liguria;44.346625;8.268275;4
17043;Pallare;PALLARE;Savona;SAVONA;SV;Liguria;44.346625;8.268275;4
17043;Carcare;CARCARE;Savona;SAVONA;SV;Liguria;44.346625;8.268275;4
17044;San Bernardo;SAN BERNARDO;Savona;SAVONA;SV;Liguria;44.36018;8.42522;4
17044;Stella;STELLA;Savona;SAVONA;SV;Liguria;44.36018;8.42522;4
17044;San Martino Stella;SAN MARTINO STELLA;Savona;SAVONA;SV;Liguria;44.36018;8.42522;4
17044;Santa Giustina;SANTA GIUSTINA;Savona;SAVONA;SV;Liguria;44.36018;8.42522;4
17044;San Martino;SAN MARTINO;Savona;SAVONA;SV;Liguria;44.36018;8.42522;4
17045;Bormida;BORMIDA;Savona;SAVONA;SV;Liguria;44.2837;8.264600000000002;4
17045;Mallare;MALLARE;Savona;SAVONA;SV;Liguria;44.2837;8.264600000000002;4
17046;Sassello;SASSELLO;Savona;SAVONA;SV;Liguria;44.47796666666667;8.541;4
17046;Piampaludo;PIAMPALUDO;Savona;SAVONA;SV;Liguria;44.47796666666667;8.541;4
17046;Palo;PALO;Savona;SAVONA;SV;Liguria;44.47796666666667;8.541;4
17047;Valleggia;VALLEGGIA;Savona;SAVONA;SV;Liguria;44.2807;8.425866666666666;4
17047;Quiliano;QUILIANO;Savona;SAVONA;SV;Liguria;44.2807;8.425866666666666;4
17047;Vado Ligure;VADO LIGURE;Savona;SAVONA;SV;Liguria;44.2807;8.425866666666666;4
17048;Urbe;URBE;Savona;SAVONA;SV;Liguria;44.47943333333333;8.600016666666667;4
17048;Vara Superiore;VARA SUPERIORE;Savona;SAVONA;SV;Liguria;44.47943333333333;8.600016666666667;4
17048;Vara Inferiore;VARA INFERIORE;Savona;SAVONA;SV;Liguria;44.47943333333333;8.600016666666667;4
17048;Vara;VARA;Savona;SAVONA;SV;Liguria;44.47943333333333;8.600016666666667;4
17048;Olba;OLBA;Savona;SAVONA;SV;Liguria;44.47943333333333;8.600016666666667;4
17048;San Pietro D'Olba;SAN PIETRO D OLBA;Savona;SAVONA;SV;Liguria;44.47943333333333;8.600016666666667;4
17051;Marina Di Andora;MARINA DI ANDORA;Savona;SAVONA;SV;Liguria;43.9543;8.1479;4
17051;Andora;ANDORA;Savona;SAVONA;SV;Liguria;43.9543;8.1479;4
17052;Borghetto Santo Spirito;BORGHETTO SANTO SPIRITO;Savona;SAVONA;SV;Liguria;44.1119;8.2413;4
17053;Laigueglia;LAIGUEGLIA;Savona;SAVONA;SV;Liguria;43.9759;8.1582;4
17054;Boissano;BOISSANO;Savona;SAVONA;SV;Liguria;44.1358;8.2216;4
17055;Toirano;TOIRANO;Savona;SAVONA;SV;Liguria;44.1273;8.2072;4
17056;Cengio;CENGIO;Savona;SAVONA;SV;Liguria;44.3844;8.1976;4
17057;Calizzano;CALIZZANO;Savona;SAVONA;SV;Liguria;44.2297;8.124033333333335;4
17057;Caragna;CARAGNA;Savona;SAVONA;SV;Liguria;44.2297;8.124033333333335;4
17057;Bardineto;BARDINETO;Savona;SAVONA;SV;Liguria;44.2297;8.124033333333335;4
17058;Piana Crixia;PIANA CRIXIA;Savona;SAVONA;SV;Liguria;44.46475;8.3078;4
17058;Dego;DEGO;Savona;SAVONA;SV;Liguria;44.46475;8.3078;4
17100;Savona;SAVONA;Savona;SAVONA;SV;Liguria;44.31408571428572;8.454314285714286;4
17100;Santuario;SANTUARIO;Savona;SAVONA;SV;Liguria;44.31408571428572;8.454314285714286;4
17100;Legino;LEGINO;Savona;SAVONA;SV;Liguria;44.31408571428572;8.454314285714286;4
17100;Lavagnola;LAVAGNOLA;Savona;SAVONA;SV;Liguria;44.31408571428572;8.454314285714286;4
17100;Fornaci;FORNACI;Savona;SAVONA;SV;Liguria;44.31408571428572;8.454314285714286;4
17100;Santuario Di Savona;SANTUARIO DI SAVONA;Savona;SAVONA;SV;Liguria;44.31408571428572;8.454314285714286;4
17100;Zinola;ZINOLA;Savona;SAVONA;SV;Liguria;44.31408571428572;8.454314285714286;4
18010;Villa Faraldi;VILLA FARALDI;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Terzorio;TERZORIO;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Carpasio;CARPASIO;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Cervo;CERVO;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Agaggio Inferiore;AGAGGIO INFERIORE;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Triora;TRIORA;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Riva Faraldi;RIVA FARALDI;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Badalucco;BADALUCCO;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Santo Stefano Al Mare;SANTO STEFANO AL MARE;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Molini Di Triora;MOLINI DI TRIORA;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Pietrabruna;PIETRABRUNA;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Montalto Ligure;MONTALTO LIGURE;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18010;Boscomare;BOSCOMARE;Imperia;IMPERIA;IM;Liguria;43.92893846153846;7.908115384615384;4
18011;Castellaro;CASTELLARO;Imperia;IMPERIA;IM;Liguria;43.8644;7.8688;4
18012;Bordighera;BORDIGHERA;Imperia;IMPERIA;IM;Liguria;43.806033333333325;7.671733333333333;4
18012;Vallebona;VALLEBONA;Imperia;IMPERIA;IM;Liguria;43.806033333333325;7.671733333333333;4
18012;Seborga;SEBORGA;Imperia;IMPERIA;IM;Liguria;43.806033333333325;7.671733333333333;4
18012;Borghetto San Nicolo';BORGHETTO SAN NICOLO;Imperia;IMPERIA;IM;Liguria;43.806033333333325;7.671733333333333;4
18012;Piani Di Borghetto;PIANI DI BORGHETTO;Imperia;IMPERIA;IM;Liguria;43.806033333333325;7.671733333333333;4
18012;Bordighera Alta;BORDIGHERA ALTA;Imperia;IMPERIA;IM;Liguria;43.806033333333325;7.671733333333333;4
18013;Diano Marina;DIANO MARINA;Imperia;IMPERIA;IM;Liguria;43.92855;8.065100000000001;4
18013;Diano San Pietro;DIANO SAN PIETRO;Imperia;IMPERIA;IM;Liguria;43.92855;8.065100000000001;4
18013;Diano Castello;DIANO CASTELLO;Imperia;IMPERIA;IM;Liguria;43.92855;8.065100000000001;4
18013;Diano Arentino;DIANO ARENTINO;Imperia;IMPERIA;IM;Liguria;43.92855;8.065100000000001;4
18014;Ospedaletti;OSPEDALETTI;Imperia;IMPERIA;IM;Liguria;43.8022;7.7183;4
18015;Pompeiana;POMPEIANA;Imperia;IMPERIA;IM;Liguria;43.8459;7.88385;4
18015;Riva Ligure;RIVA LIGURE;Imperia;IMPERIA;IM;Liguria;43.8459;7.88385;4
18016;San Bartolomeo Al Mare;SAN BARTOLOMEO AL MARE;Imperia;IMPERIA;IM;Liguria;43.9231;8.1048;4
18017;Cipressa;CIPRESSA;Imperia;IMPERIA;IM;Liguria;43.86162;7.943899999999999;4
18017;Civezza;CIVEZZA;Imperia;IMPERIA;IM;Liguria;43.86162;7.943899999999999;4
18017;Costarainera;COSTARAINERA;Imperia;IMPERIA;IM;Liguria;43.86162;7.943899999999999;4
18017;San Lorenzo Al Mare;SAN LORENZO AL MARE;Imperia;IMPERIA;IM;Liguria;43.86162;7.943899999999999;4
18017;Lingueglietta;LINGUEGLIETTA;Imperia;IMPERIA;IM;Liguria;43.86162;7.943899999999999;4
18018;Taggia;TAGGIA;Imperia;IMPERIA;IM;Liguria;43.8397;7.8511;4
18018;Arma Di Taggia;ARMA DI TAGGIA;Imperia;IMPERIA;IM;Liguria;43.8397;7.8511;4
